"Player","Year","Total Routes","Screen","Slant","Curl","Dig","Post","Nine","Corner","Out","Comeback","Flat","Other"
"Quincy Enunwa","2016","243","2.1","24.7","6.2","8.2","16.5","13.6","3.7","8.2","0.0","14.0","2.9"
"Randall Cobb","2016","297","4.4","17.2","6.7","8.4","13.1","8.8","5.7","5.7","0.7","21.2","8.1"
"Rishard Matthews","2016","226","1.3","25.2","18.1","7.1","9.3","11.9","7.5","4.9","3.1","8.0","3.5"
"Stefon Diggs","2016","272","2.6","27.9","9.2","7.4","11.0","11.0","5.9","10.7","2.9","6.3","5.1"
"Sterling Shepard","2016","325","3.4","21.2","9.5","8.6","11.1","13.2","7.4","4.6","0.3","17.5","3.1"
"T.Y. Hilton","2016","335","0.3","26.6","9.3","11.6","10.1","10.4","1.8","7.8","1.8","9.9","10.4"
"Terrelle Pryor","2016","278","0.7","20.9","13.3","10.8","7.2","27.3","1.4","4.7","5.8","2.9","5.0"
"Tyreek Hill","2016","180","11.7","16.1","10.0","11.1","12.2","23.9","1.7","3.3","0.0","6.1","3.9"
"Tyrell Williams","2016","311","2.9","28.3","14.5","14.1","11.6","12.5","3.9","3.9","1.3","2.9","4.2"
"Willie Snead","2016","235","0.9","22.6","12.3","9.8","6.4","12.8","6.4","8.9","0.4","11.1","8.5"
"Tyler Lockett","2016","250","4.8","20.4","12.8","9.6","8.0","16.0","3.6","4.4","3.6","6.8","10.0"
"A.J. Green","2015","236","4.2","11.4","14.4","4.2","10.6","28.4","5.1","5.1","8.1","2.1","6.4"
"Albert Wilson","2015","199","3.5","23.1","16.1","7.0","11.6","17.1","4.0","7.0","1.5","4.5","4.5"
"Allen Robinson","2015","278","0.4","14.4","13.3","5.0","14.0","27.3","4.0","4.7","5.4","4.3","7.2"
"Amari Cooper","2015","258","4.3","15.9","11.6","4.7","17.4","20.5","4.3","5.8","2.3","4.7","8.5"
"Anquan Boldin","2015","247","4.5","24.3","15.0","2.0","9.7","15.4","4.5","4.9","0.0","10.9","8.9"
"Brandin Cooks","2015","304","3.9","20.7","16.8","3.6","11.2","22.4","4.6","2.3","0.7","7.6","6.3"
"Bruce Ellington","2015","77","6.5","13.0","20.8","5.2","18.2","20.8","3.9","1.3","1.3","5.2","3.9"
"Calvin Johnson","2015","269","0.4","22.7","14.5","4.8","11.2","24.9","5.6","3.3","4.1","1.5","7.1"
"DeSean Jackson","2015","227","3.5","14.1","16.9","1.4","7.2","27.6","8.7","6.3","1.3","6.6","6.5"
"DeVante Parker","2015","262","0.4","27.9","8.8","5.7","12.6","21.8","3.8","4.6","6.1","3.8","4.6"
"Devin Funchess","2015","154","1.9","26.0","13.0","5.2","15.6","22.1","1.9","3.9","4.5","3.2","2.6"
"Donte Moncrief","2015","252","2.0","19.0","14.3","6.3","13.9","18.3","6.0","3.2","8.3","2.8","6.0"
"Dorial Green-Beckham","2015","258","0.0","18.6","17.8","10.9","18.2","17.4","4.3","6.2","0.4","2.3","3.9"
"Doug Baldwin","2015","239","3.1","19.1","12.5","5.7","14.4","15.5","2.0","2.5","2.1","14.1","9.9"
"Eric Decker","2015","268","1.9","19.8","12.3","12.3","10.8","10.4","3.7","9.0","3.4","8.6","7.8"
"Golden Tate","2015","277","6.6","19.9","15.4","6.6","11.6","17.1","2.1","4.5","4.9","7.0","4.1"
"Jamison Crowder","2015","240","2.5","27.1","7.1","1.7","13.8","9.6","7.9","1.7","0.4","22.9","5.4"
"John Brown","2015","285","4.6","8.1","11.6","8.1","22.5","19.6","6.3","8.4","2.8","4.6","3.5"
"Kamar Aiken","2015","275","1.8","20.0","16.4","2.2","9.5","26.5","2.5","5.5","3.6","8.7","3.3"
"Keenan Allen","2015","298","5.7","21.8","23.2","9.7","13.4","10.7","3.0","3.0","0.7","1.7","7.0"
"Martavis Bryant","2015","285","6.3","16.1","10.9","6.7","10.9","25.6","6.3","3.2","2.1","5.6","6.3"
"Marvin Jones","2015","211","5.2","16.6","15.6","4.3","5.2","34.1","0.9","2.8","4.7","4.3","6.2"
"Mike Evans","2015","280","0.0","23.9","11.8","1.8","16.1","17.5","7.1","5.4","8.9","2.1","5.4"
"Nelson Agholor","2015","256","2.7","24.2","11.7","8.2","21.5","20.7","3.1","3.9","0.0","1.2","2.7"
"Sammy Watkins","2015","238","2.1","21.8","14.3","3.4","8.8","23.5","3.4","4.6","5.9","5.9","6.3"
"Stefon Diggs","2015","237","6.8","15.2","19.8","7.6","14.3","12.2","5.5","6.3","2.1","3.4","6.8"
"Torrey Smith","2015","216","4.2","18.5","17.1","6.5","16.2","21.8","4.6","3.7","3.7","1.4","2.3"
"Travis Benjamin","2015","257","1.2","19.8","16.3","1.9","12.8","24.5","4.3","2.7","5.8","4.7","5.8"
"Tyler Lockett","2015","205","5.4","16.1","20.0","3.9","10.7","22.9","4.4","2.4","4.4","4.9","4.9"
"Willie Snead","2015","262","1.9","18.7","22.5","5.3","8.8","19.1","1.1","6.1","1.9","7.6","6.9"
"Allen Robinson","2014","233","2.1","12.9","12.4","8.2","12.9","22.7","2.1","7.3","5.6","6.9","2.1"
"Andre Johnson","2014","278","4.3","16.9","9.4","5.0","18.0","16.2","2.9","5.8","9.4","8.6","3.6"
"Antonio Brown","2014","303","4.3","17.5","11.4","5.9","12.3","20.5","4.5","4.2","7.8","3.8","7.5"
"Brandin Cooks","2014","260","3.8","10.4","16.5","4.6","7.7","35.0","3.8","4.2","5.0","5.0","3.8"
"Charles Johnson","2014","223","1.8","15.7","17.0","10.8","14.3","22.4","4.5","4.9","5.8","0.9","1.8"
"Davante Adams","2014","279","0.4","20.8","22.6","8.6","4.7","24.0","2.5","1.4","1.8","5.0","8.2"
"Demaryius Thomas","2014","266","8.2","11.2","15.4","4.6","10.0","18.4","2.6","4.6","9.6","5.1","10.1"
"Dez Bryant","2014","259","2.0","19.5","11.7","6.0","13.1","24.4","5.6","1.4","7.5","1.5","6.4"
"Donte Moncrief","2014","160","3.8","15.6","13.1","6.3","7.5","35.6","2.5","2.5","8.1","1.9","3.1"
"Dwayne Bowe","2014","223","0.9","20.6","14.3","3.6","16.1","17.0","3.6","5.4","5.8","8.5","4.0"
"Jarvis Landry","2014","223","7.2","34.1","5.8","7.2","9.4","8.5","2.7","4.0","0.9","13.0","7.2"
"John Brown","2014","222","7.2","8.1","7.2","5.0","17.1","28.8","6.8","8.6","4.1","3.6","3.6"
"Jordan Matthews","2014","218","8.3","20.6","9.2","1.8","14.2","12.4","6.0","0.9","0.9","21.1","4.6"
"Justin Hunter","2014","255","0.8","7.5","13.5","8.2","18.4","25.5","9.0","7.5","5.5","1.6","2.4"
"Kelvin Benjamin","2014","260","0.8","22.3","10.0","7.7","20.0","22.3","2.7","5.8","1.5","3.1","3.8"
"Kenny Stills","2014","234","1.7","7.7","18.8","2.6","9.0","30.8","2.1","6.0","6.8","7.3","7.3"
"Marqise Lee","2014","267","6.0","17.6","11.2","3.7","9.4","25.1","4.5","4.1","5.2","7.1","6.0"
"Martavis Bryant","2014","152","5.9","15.8","9.9","3.3","17.1","30.3","3.9","1.3","3.3","2.0","7.2"
"Michael Crabtree","2014","218","3.6","16.3","14.4","3.5","15.3","12.0","5.1","3.2","12.2","8.3","6.1"
"Mike Evans","2014","289","1.4","8.0","17.6","8.7","15.6","20.4","6.2","3.1","9.7","3.1","6.2"
"Mike Wallace","2014","238","3.2","10.7","18.3","2.1","19.5","22.4","2.9","4.9","8.1","4.9","2.9"
"Odell Beckham Jr.","2014","297","5.4","17.8","16.5","4.0","11.1","23.6","1.7","1.7","6.1","2.7","9.4"
"Paul Richardson","2014","177","3.4","23.2","13.6","2.3","14.7","20.3","4.0","1.1","4.5","4.0","9.0"
"Percy Harvin","2014","199","7.5","16.1","11.6","3.0","13.1","17.6","7.5","4.5","6.5","4.5","8.0"
"Randall Cobb","2014","245","0.8","13.1","8.2","4.5","16.7","12.7","9.0","3.7","5.7","17.1","8.6"
"Sammy Watkins","2014","297","2.7","18.2","13.5","2.7","13.5","20.9","6.7","3.0","13.8","3.4","4.0"
"Stevie Johnson","2014","170","2.4","21.2","18.2","3.5","11.2","14.1","2.9","5.9","6.5","10.0","4.1"
